Title,Rating,Genre,Description,Release year,Casts,Country
Sing Again 2 (2021),Three Stars,"Drama , Kshow , Music , Korean | Episodes 12","Sing Again comes back with a new season! Singers who want a chance to be rediscovered give everything they got to the viewers. Just like the last one, the contestants cannot reveal their name, only be called by their numbers. The stakes are higher, and the pressure is on. Who will be the winner of this season? Lee Seung-ki returns as a host, as well as the eight judges with diverse musical tastes and experience in the show business.",Release: 2021,"{'Lee Sun Hee\nRegular Member', 'Yoo Hee Yeol\nRegular Member', 'Kim Eana\nRegular Member', 'Song Min Ho\nRegular Member', 'Sunmi\nRegular Member', 'Lee Seung Gi\nMain Host', 'Yoon Do Hyun\nRegular Member', 'Cho Kyu Hyun\nRegular Member', 'Lee Hae Ri\nRegular Member'}",Korean
No Bother Me (2021),Three Stars,"Drama , Drama , Youth , Korean | Episodes 35",A story about unrefined 'savage' that any 20-year-old college student would have crossed paths with. ,Release: 2021,"{'Seo Ye Ri\nMain Role', 'Moon Seo Yool\nMain Role', 'Kim Min Jung\nMain Role', 'Lee Jong Hyuk\nMain Role', 'Jang Moon Jung\nMain Role', 'Oh Jung Woo\nMain Role', 'Jung Young Won\nMain Role', 'Jung Do Myung\nMain Role', 'Kim Young Shik\nMain Role'}",Korean
Ghost Doctor (2022),Four & Half Stars,"Drama , Drama , Fantasy , Medical , Supernatural , Korean | Episodes 16","Cha Young Min (Rain) is a genius doctor, but he is arrogant and selfish. One day, he gets involved in an unexpected case. Due to the unexpected case, his spirit possesses another doctor’s body. These two doctors are complete opposites, with opposite personalities and medical abilities.",Release: 2022,"{'', 'Son Seung Taek\nGuest Role', 'Sung Dong Il\nSupport Role', 'Son Na Eun\nSupport Role', 'Rain\nMain Role', 'Support Role', 'Seo Ji Young\nSupport Role', 'Kim Bum\nMain Role', 'Kim Jae Yong\nSupport Role', 'Uee\nMain Role', 'Boo Sung Chul\nUnknown Role', 'Kim Eun Hee\nUnknown Role', 'Yoon Da Kyung\nSupport Role'}",Korean
To Do X TXT (2020),Four Stars,"Drama , Comedy , Friendship , Kshow , Korean | Episodes 20+","The first-ever, original variety show featuring TOMORROW X TOGETHER and their bubbly personalities off the stage!  Translation English Polski Bahasa Indonesia",Release: 2020,"{'Choi Beom Gyu\nRegular Member', 'Kang Tae Hyun\nRegular Member', 'Choi Yeon Jun\nRegular Member', 'Huening Kai\nRegular Member', 'Choi Soo Bin\nRegular Member'}",Korean
2 Kids Room (2022),One & Half Star,"Drama , Comedy , Documentary , Drama , Friendship , Music , Korean | Episodes 28",2 Kids Room,Release: 2022,"{'I.N\nMain Host', 'Seo Chang Bin\nMain Host', 'Bang Chan\nMain Host', 'Lee Know\nMain Host', 'Felix\nMain Host', 'Han\nMain Host', 'Kim Seung Min\nMain Host', 'Hwang Hyun Jin\nMain Host'}",Korean
300 Year-Old Class of 2020 (2020),Three & Half Stars,"Drama , Comedy , Drama , Fantasy , Historical , Korean | Episodes 6","The series is a fantasy comic web drama that tells a story of three students, who were studying in Seowon during the Joseon period accidently time travel and arrive at present-day Seowon in 2020. ",Release: 2020,"{'Steven Noh\nMain Role', 'Choi Ji Su\nMain Role', 'Lee Se Jin\nMain Role', 'Kang Julien\nGuest Role', 'Hwang Da Seul\nUnknown Role', 'Kong Jae Hyun\nMain Role'}",Korean
All Table Tennis! (2022),Two & Half Stars,"Drama , Kshow , Sports , Korean | Episodes 10",All Table Tennis is Korea's first full-fledged table tennis entertainment show in which hidden table tennis masters in the entertainment industry are reborn as the strongest table tennis team through special training and challenge. ,Release: 2022,"{'Kang Ho Dong\nMain Host', '', 'Joo Woo Jae\nGuest', 'Guest', 'Eun Ji Won\nMain Host', 'Don Mills\nGuest', 'Shin Ye Chan\nGuest', 'Kim Min Seo\nGuest', 'Park Eun Seok\nGuest', 'Lee Hyun Jae\nGuest', 'DK\nGuest', 'Joo Chang Wook\nGuest', 'Kang Seung Yoon\nGuest'}",Korean
Girls High School Mystery Class 2 (2021),Three Stars,"Drama , Adventure , Comedy , Kshow , Mystery , Thriller , Korean | Episodes 8",A mystery adventure series that features the mystery team's task to uncover suspicious events and secrets in a girls' high school. ,Release: 2021,"{'Jang Do Yeon\nRegular Member', 'Choi Ye Na\nRegular Member', 'Park Ji Yoon\nRegular Member', 'Jae Jae\nRegular Member', 'Bibi\nRegular Member', 'Jung Jong Yeon\nUnknown Role'}",Korean
Golden Oldies (2018),Three & Half Stars,"Drama , Comedy , Fantasy , Game-Show , Kshow , Korean | Episode 2000","Meet the veteran singers and performers. Walk down the nostalgic memory lane with traditional Korean songs. First produced in 1985, the program aired its 1000th show in 2006. ""Golden Oldies"" presents old Korean pop songs from 1950's to 1970's. For the middle aged to advanced aged people, ‘Golden Oldies’ is not just a simple music show; it is the cultural program that cures their sorrows and holds the memories of the old days.",Release: 2018,not available,Korean
Live info Show 2 (2018),Three Stars,"Drama , Comedy , Game-Show , Kshow , Korean | Episodes 2000+","Fun and Informative! A Whole New Live Info Show! Interesting information about landscape photography and the photographed places, easy recipes, and various occupations is introduced.",Release: 2018,not available,Korean
On My Way To Meet You (2011),Three Stars,"Drama , Game-Show , Kshow , Korean | Episode 600+",A talk show with a panel of women from North Korea who are now South Korean citizens.,Release: 2011,not available,Korean
Super DNA - Blood Can't Cheat (2022),One Star,"Drama , Family , Kshow , Sports , Korean | Episodes 8","A variety of blood, sweat, and tears that realistically shows the love-hate relationship between parents with super DNA and their children who dream of becoming sports stars. ",Release: 2022,"{'Kang Ho Dong\nMain Host', 'Kim Byung Hyun\nRegular Member', 'Lee Hyung Taek\nRegular Member', 'Kim Min Kyung\nMain Host', 'Lee Dong Gook\nRegular Member', 'Nam Hyun Hee\nRegular Member', 'Jang Ye Won\nMain Host', 'Lee Jae Ah\nRegular Member'}",Korean
Housekeeping Men Season 2 (2017),Three Stars,"Drama , Game-Show , Kshow , Korean | Episode 200+","In the second season of “Housekeeping Men”, actor Baek Il-seob, singer Jung Won-kwan, and Eli, who cook and clean for themselves, get together and share their housekeeping know-hows with each other.",Release: 2017,not available,Korean
Let's Play Soccer 2 (2021),Three & Half Stars,"Drama , Kshow , Sports , Korean | Episodes 50",Let's Play Soccer 2,Release: 2021,"{'Kim Yo Han\nRegular Member', 'Jung Hyung Don\nRegular Member', 'Ahn Jung Hwan\nMain Host', 'Park Tae Hwan\nRegular Member', 'Lee Hyung Taek\nRegular Member', 'Kim Dong Hyun\nRegular Member', 'Kim Yong Man\nRegular Member', 'Kim Sung Joo\nRegular Member'}",Korean
Senior Talk Show Golden Pond (2015),Three Stars,"Drama , Game-Show , Kshow , Korean | Episode 300+",Korean seniors share their life stories and wisdom from their experience with younger generations.,Release: 2015,not available,Korean
Turning Point (2020),Three Stars,"Drama , Kshow , Korean | Episode 40+","There were moments of misfortune in the lives of the celebrities behind their extravagant lives. A talk show about life, happiness and health presenting empathy through the events that have become the turning point of their lives.",Release: 2020,not available,Korean
2 Days & 1 Night: Season 4 (2019),Three & Half Stars,"Drama , Comedy , Kshow , Korean | Episodes 20+","The cast members take various trips throughout South Korea, including many offshore islands, recommending various places that viewers can visit. While doing so, members also perform missions at a certain mealtime or point of the day to earn rewards.",Release: 2019,not available,Korean
User Not Found (2021),Three & Half Stars,"Drama , Drama , Friendship , Romance , Korean | Episodes 10+","A romance drama about two female high school students who happen to share the same name. When they both transfer to a new school at the same time, hoping to use the opportunity to turn their lives around, they forge a secret contract to swap identities. Shin Yi Joon is the most popular student at his high school. Although he seems tough and aloof on the outside, Shin Yi Joon is actually a huge softie on the inside—and far from getting into fights with other students, he even has a hard time saying no to other people. ",Release: 2021,"{'Ahn Se Min\nSupport Role', 'Lee Seung Gyu\nSupport Role', 'Bae Jin Young\nMain Role', 'Shin So Hyun\nMain Role', 'Han Ye Ji\nMain Role'}",Korean
The One and Only (2022),Three & Half Stars,"Drama , Drama , Melodrama , Romance , Korean | Episodes 16","‘Only One Person’ is a human melodrama in which three terminally ill women who met at a hospice, become entangled in an unexpected murder case and begin a miraculous journey of facing their precious ‘one person’ after fighting to take down the only bad ‘one person’ before they die. Pyo In Sook is a stubborn and insensitive woman who even after being diagnosed with a terminal illness, doesn’t know what kind of feelings to feel. On the other hand, Min Woo Cheon is a mysterious hitman hidden under a veil. Although he is a natural killer with superior physical condition, sharp instincts and clever mind, he struggles with deep emotional scars and profound sense of emptiness from having lived a crooked life that he didn’t want to lead. After the two meet, they wind up becoming the most important person in each other’s life. In their lives, two more women show up, equally carrying a heavy toll on their shoulders. One such woman is the housewife, Kang Se Yeon, who has led a pretty normal life without being noticed by anyone. She realises the rift between ordinary and stability that she believed and relied on so much only after being sentenced to death. While the other woman, Seong Mi Do, who is a famous SNS influencer, also doesn’t have much time left to live. With death close ahead of her successful life, she experiences various complex emotions. ",Release: 2022,"{'', 'Kim Kyung Nam\nMain Role', 'Support Role', 'Kim Soo Hyung\nSupport Role', 'Han Kyu Won\nSupport Role', 'Han Gyu Won\nSupport Role', 'Ahn Chang Hwan\nSupport Role', 'Oh Hyun Jong\nUnknown Role', 'Do Sang Woo\nSupport Role', 'Go Doo Shim\nSupport Role', 'Moon Jung Min\nUnknown Role', 'Jeon Yi Soo\nUnknown', 'Kang Ye Won\nMain Role', 'Ahn Eun Jin\nMain Role', 'Joy\nMain Role', 'Jang In Sub\nSupport Role'}",Korean
Mama the Idol (2021),Two & Half Stars,"Drama , Kshow , Korean | Episodes 10",A program that contains the re-trying of idols of legendary stars who left us due to childbirth and childcare. ,Release: 2021,"{'Chi Hoon\nGuest', '', 'Lee Jae Yun\nGuest', 'Choi Ji Eun\nGuest', 'Choi Ji Su\nGuest', 'Song Dong Geon\nGuest', 'Chan\nGuest', 'Sang Woo\nGuest', 'Im Ji Min\nGuest', 'Bain\nGuest'}",Korean
To.Two (2021),Three & Half Stars,"Drama , Crime , Drama , Psychological , School , Thriller , Korean | Episodes 8",To.two is an extremely popular social media app with a catch; you can only get in based on invite. This web drama explores how this app creates social barriers between the students based on who can access the invite. ,Release: 2021,"{'Jo Seung Hee\nSupport Role', 'Seo Jung Hun\nSupport Role', 'Cha Yoo Jin\nMain Role', 'Lee So Hee\nMain Role'}",Korean
First Love Again 2022 (2022),Three & Half Stars,"Drama , Drama , Romance , Korean | Episodes 6","The popular web novelist Yeon Seok has one big secret. He has been living for 300 years in order to achieve his first love. He is searching for his first love, Ha Yeon, who suddenly appears in front of him as a 25-year-old man. Yeon Seok, who never thought his first love would be reborn as a man, pushes Ha Yeon away at first. However, because Ha Yeon is Yeon Seok's editor at Sin Bi books, Yeon Seok can’t escape Ha Yeon and they naturally grow closer over time. ",Release: 2022,"{'Jin Gun\nMain Role', 'Christine Jung\nSupport Role', 'Song Han Hee\nSupport Role', 'Jeon Chang Ha\nMain Role', 'Kim Jeong Seok\nSupport Role'}",Korean
Radio Star (2017),Three Stars,"Drama , Game-Show , Kshow , Korean | Episode 1000","On this hilarious talk show, four DJs ask their celebrity guests those sensitive questions that everyone wants to know the answer to.",Release: 2017,not available,Korean
Artificial City (2021),Four Stars,"Drama , Drama , Mystery , Psychological , Thriller , Korean | Episodes 20","Takes place against the backdrop of an art museum that belongs to Sung Jin Group, a major conglomerate that holds the reins of the political and financial worlds in South Korea. It is a psychological mystery thriller about the things that disappear when humans become greedy and ambitious for power. Yoon Jae Hee is the head of the Sung Jin Cultural Foundation and in charge of operations at “Space Jin,” the art museum owned by Sung Jin Group. She is also the second daughter-in-law of the family that controls Sung Jin Group. Believing that poverty is corrosive to love and that a stable income leads to a steady life, she chose to throw away her long-time lover and entered into a marriage of convenience with Jung Joon Hyuk, an illegitimate son of Sung Jin Group. In order to make her husband the nation’s president, she teams up with the future Public Prosecutor General and goes to war against Sung Jin Group. Jung Joon Hyuk is Yoon Jae Hee’s husband. Although he is a popular anchorman with his own fan club, he hides an inferiority complex over being labeled “the illegitimate son of Sung Jin Group” for his whole life. He laughs at both ambitious people and those who pretend to have no ambition even as he waits for the day when he can seize the reins of power. ",Release: 2021,"{'', 'Jung Hee Tae\nSupport Role', 'Seo Woo Jin\nGuest Role', 'Kim Ji Hyun\nSupport Role', 'Lee Choong Joo\nSupport Role', 'Support Role', 'Soo Ae\nMain Role', 'Kim Young Jae\nSupport Role', 'Lee Yi Dam\nSupport Role', 'Lee Gyu Hyun\nSupport Role', 'Son Se Dong\nUnknown Role', 'Kim Kang Woo\nMain Role', 'Jun Chang Geun\nUnknown Role', 'Lee Hak Joo\nSupport Role', 'Kim Joo Ryung\nSupport Role', 'Kim Mi Sook\nSupport Role'}",Korean
