Title,Rating,Genre,Description,Casts,Country
The Kwoks and What (2021),Two & Half Stars,"Drama , Drama , HK | Episodes 25","Drama , Drama , HK","{'Wong Grace\nMain Role', 'Stephanie Che\nMain Role', 'Ma Joe\nMain Role', 'Yeung Matt\nMain Role', 'Tong Natalie\nMain Role'}",HongKong
Maiden's Vow (2006),Three & Half Stars,"Drama , Drama , Historical , Romance , HK | Episodes 30","Maiden's Vow , Maiden's Vow HK Drama, Watch 鳳凰四重奏 eng sub, Maiden's Vow online ep 1, ep 2, ep 3, ep 4, watch 鳳凰四重奏 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Maiden's Vow dub drama Cantonese, watch Maiden's Vow ep 11, ep 12, ep 13, ep 14, ep 15, Maiden's Vow drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Maiden's Vow english subtitle, Maiden's Vow chinese subtitle, Maiden's Vow kdrama, Watch 鳳凰四重奏 free drama online - Maiden's Vow kissasian, Maiden's Vow myasiantv, Maiden's Vow dramacool, Maiden's Vow dramanice, Maiden's Vow newasiantv, Maiden's Vow drama3s .","{'', 'Ng Wai Shan\nSupport Role', 'Gregory Charles Rivers\nUnknown', 'Vivian Tsang\nSupport Role', 'Leo Tsang\nSupport Role', 'Sherming Yiu', 'Chan Ka Yee\nSupport Role', 'Cheng Hoffman\nSupport Role', 'Tam Halina\nSupport Role', 'Lo Henry', 'Wong Man Piu\nSupport Role', 'Stephen Ho\nSupport Role', 'Chan June\nSupport Role', 'Kwong Chor Fai\nSupport Role', 'Lai Suen\nSupport Role', 'Daniel Kwok\nSupport Role', 'Felix Lok\nSupport Role', 'Jason Lam\nSupport Role', 'Alan Luk', 'Cheung Russell\nSupport Role', 'So Ceci\nSupport Role', 'Alice Fung\nSupport Role'}",HongKong
L'Escargot (2012),One & Half Star,"Drama , Drama , Family , Romance , HK | Episodes 30","L'Escargot , L'Escargot HK Drama, Watch 缺宅男女 eng sub, L'Escargot online ep 1, ep 2, ep 3, ep 4, watch 缺宅男女 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, L'Escargot dub drama Cantonese, watch L'Escargot ep 11, ep 12, ep 13, ep 14, ep 15, L'Escargot drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB L'Escargot english subtitle, L'Escargot chinese subtitle, L'Escargot kdrama, Watch 缺宅男女 free drama online - L'Escargot kissasian, L'Escargot myasiantv, L'Escargot dramacool, L'Escargot dramanice, L'Escargot newasiantv, L'Escargot drama3s .","{'', 'Wong Mandy\nSupport Role', 'Michael Tse', 'Mak Ka Lun\nSupport Role', 'Cheng Hoffman\nSupport Role', 'Kwok Sonija\nSupport Role', 'Irene Wong\nSupport Role', 'Support Role', 'Chen Yoyo\nSupport Role', 'Lo Angelina\nSupport Role', 'Law Him\nSupport Role', 'Peter Lai\nSupport Role', 'Jason Pai\nSupport Role', 'Kwong Chor Fai\nSupport Role', 'Chung Linda', 'Jason Lam\nSupport Role', 'Jia JJ\nSupport Role', 'Ng Ron', 'Andy Sui\nSupport Role', 'So Ceci\nSupport Role'}",HongKong
Relic of an Emissary (2011),Three Stars,"Drama , Drama , Historical , Mystery , HK | Episodes 30","Relic of an Emissary , Relic of an Emissary HK Drama, Watch 洪武三十二 eng sub, Relic of an Emissary online ep 1, ep 2, ep 3, ep 4, watch 洪武三十二 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Relic of an Emissary dub drama Cantonese, watch Relic of an Emissary ep 11, ep 12, ep 13, ep 14, ep 15, Relic of an Emissary drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Relic of an Emissary english subtitle, Relic of an Emissary chinese subtitle, Relic of an Emissary kdrama, Watch 洪武三十二 free drama online - Relic of an Emissary kissasian, Relic of an Emissary myasiantv, Relic of an Emissary dramacool, Relic of an Emissary dramanice, Relic of an Emissary newasiantv, Relic of an Emissary drama3s .","{'', 'Kwong Chor Fai\nSupport Role', 'Daniel Kwok\nSupport Role', 'Felix Lok\nSupport Role', 'Jason Lam\nSupport Role', 'Wong Man Piu\nSupport Role', 'Wong Hugo\nSupport Role', 'Cheung Deon\nSupport Role', 'Dickson Lee\nSupport Role', 'Andy Sui\nSupport Role'}",HongKong
Word Twisters' Adventures (2007),Four Stars,"Drama , Comedy , Drama , Law , Mystery , Romance , HK | Episodes 20","Word Twisters' Adventures , Word Twisters' Adventures HK Drama, Watch 鐵咀銀牙 eng sub, Word Twisters' Adventures online ep 1, ep 2, ep 3, ep 4, watch 鐵咀銀牙 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Word Twisters' Adventures dub drama Cantonese, watch Word Twisters' Adventures ep 11, ep 12, ep 13, ep 14, ep 15, Word Twisters' Adventures drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Word Twisters' Adventures english subtitle, Word Twisters' Adventures chinese subtitle, Word Twisters' Adventures kdrama, Watch 鐵咀銀牙 free drama online - Word Twisters' Adventures kissasian, Word Twisters' Adventures myasiantv, Word Twisters' Adventures dramacool, Word Twisters' Adventures dramanice, Word Twisters' Adventures newasiantv, Word Twisters' Adventures drama3s .","{'', 'Ng Amy\nSupport Role', 'Ng Wai Shan\nSupport Role', 'Jordan Chan', 'Chan Ka Yee\nSupport Role', 'Michael Tse', 'Cheng Hoffman\nSupport Role', 'Chan Otto\nSupport Role', 'Kara Hui\nSupport Role', 'Sheh Charmaine', 'Support Role', 'Wong Man Piu\nSupport Role', 'Law Lok Lam\nSupport Role', 'Lo Henry\nSupport Role', 'Chu Mimi\nSupport Role', 'Andy Sui\nSupport Role', 'Cheung Russell\nSupport Role', 'Yuen Wah\nSupport Role', 'So Ceci\nSupport Role', 'Lily Liu\nSupport Role'}",HongKong
The Threshold of a Persona (2009),Three & Half Stars,"Drama , Action , Drama , Romance , HK | Episodes 30","The Threshold of a Persona , The Threshold of a Persona HK Drama, Watch ID 精英 eng sub, The Threshold of a Persona online ep 1, ep 2, ep 3, ep 4, watch ID 精英 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, The Threshold of a Persona dub drama Cantonese, watch The Threshold of a Persona ep 11, ep 12, ep 13, ep 14, ep 15, The Threshold of a Persona drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB The Threshold of a Persona english subtitle, The Threshold of a Persona chinese subtitle, The Threshold of a Persona kdrama, Watch ID 精英 free drama online - The Threshold of a Persona kissasian, The Threshold of a Persona myasiantv, The Threshold of a Persona dramacool, The Threshold of a Persona dramanice, The Threshold of a Persona newasiantv, The Threshold of a Persona drama3s .","{'', 'Bryant Mak\nSupport Role', 'Chan Power\nMain Role', 'Cheung Deon\nSupport Role', 'Wong Wai Leung\nSupport Role', 'Chan Otto\nSupport Role', 'Cheung Max\nSupport Role', 'Wong Man Piu\nSupport Role', 'Lau Kong\nSupport Role', 'Apple Lo\nSupport Role', 'Kwong Chor Fai\nSupport Role', 'Chiang David\nMain Role', 'Jason Lam\nSupport Role', 'Alan Luk\nSupport Role', 'Andy Sui\nSupport Role', 'Yoyo Mung\nMain Role', 'Lee Joseph\nSupport Role', 'Yip Fanny\nSupport Role', 'Cho Raymond\nMain Role'}",HongKong
Sometimes When We Touch (2021),Two & Half Stars,"Drama , Comedy , Drama , HK | Episodes 15+","Drama , Comedy , Drama , HK","{'', 'Teresa Chen\nSupport Role', 'Chun Hong\nMain Role', 'Jing Yi Bai\nMain Role', 'Cheng Yu Chieh\nGuest Role', 'Tammy Lin\nMain Role', 'Support Role', 'Lai Ya Qi\nSupport Role', 'Tseng Peggy\nSupport Role', 'Yeh Hui Chih\nSupport Role', 'Kent Tsai\nMain Role', 'Shan Cheng Ju\nSupport Role', 'Keung To\nMain Role', 'Yen Vera\nSupport Role', 'Hai Heaven\nSupport Role', 'Qi Wen Xie\nSupport Role', 'Liu Eugenie\nMain Role', 'Anson Lo\nGuest Role', 'Wei Mandy\nSupport Role', 'Chen Allen\nSupport Role'}",HongKong
The Legend of the Condor Heroes 1994 (1994),Three Stars,"Drama , Adventure , Drama , Friendship , Martial Arts , Romance , Wuxia , HK | Episodes 35","The Legend of the Condor Heroes 1994 , The Legend of the Condor Heroes 1994 HK Drama, Watch 射鵰英雄傳 eng sub, The Legend of the Condor Heroes 1994 online ep 1, ep 2, ep 3, ep 4, watch 射鵰英雄傳 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, The Legend of the Condor Heroes 1994 dub drama Cantonese, watch The Legend of the Condor Heroes 1994 ep 11, ep 12, ep 13, ep 14, ep 15, The Legend of the Condor Heroes 1994 drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB The Legend of the Condor Heroes 1994 english subtitle, The Legend of the Condor Heroes 1994 chinese subtitle, The Legend of the Condor Heroes 1994 kdrama, Watch 射鵰英雄傳 free drama online - The Legend of the Condor Heroes 1994 kissasian, The Legend of the Condor Heroes 1994 myasiantv, The Legend of the Condor Heroes 1994 dramacool, The Legend of the Condor Heroes 1994 dramanice, The Legend of the Condor Heroes 1994 newasiantv, The Legend of the Condor Heroes 1994 drama3s .","{'', 'Lo Gallen\nMain Role', 'Yoe Biu\nSupport Role', 'Luk Ying Hong\nBit part', 'Emily Kwan\nMain Role', 'Chan Wing Chun\nSupport Role', 'Wong Siu Ming\nBit part', 'Chu Tiet Wo\nSupport Role', 'Cheng Ka Sang\nBit part', 'Support Role', 'Athena Chu\nMain Role', 'Wong Man Piu\nSupport Role', 'Wong Wai\nSupport Role', 'Cheung Julian\nMain Role', 'Kwong Chor Fai\nSupport Role', 'Daniel Kwok\nSupport Role', 'Lam Dominic\nMain Role', 'Felix Lok\nSupport Role', 'San Sin\nBit part', 'Lee Hoi Sang\nSupport Role'}",HongKong
Battle of the Seven Sisters (2021),Three Stars,"Drama , Drama , HK | Episodes 26","Drama , Drama , HK","{'', 'Fan Amy\nSupport Role', 'Lam King\nSupport Role', 'Chiu Candice\nSupport Role', 'Wan Nicole\nSupport Role', 'Support Role', 'Kong Kaman\nMain Role', 'Cheng Timothy\nSupport Role', 'Wong Priscilla\nMain Role', 'Chan Jeannie\nGuest Role', 'Karl Ting\nSupport Role', 'Unknown', 'Tse Brian\nGuest Role', 'Tsui Wing\nSupport Role', 'Ko Samantha\nMain Role', 'Lam Gilbert\nSupport Role', 'Lin Rosina\nMain Role', 'Yip Fanny\nSupport Role', 'Lau Moon\nSupport Role', 'Dai Sunny\nSupport Role', 'Luk Wing Keun\nSupport Role'}",HongKong
The Duke of the Mount Deer 1998 (1998),Two & Half Stars,"Drama , Adventure , Comedy , Drama , Historical , Martial Arts , Romance , Wuxia , HK | Episodes 45","The Duke of the Mount Deer 1998 , The Duke of the Mount Deer 1998 HK Drama, Watch 鹿鼎記 eng sub, The Duke of the Mount Deer 1998 online ep 1, ep 2, ep 3, ep 4, watch 鹿鼎記 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, The Duke of the Mount Deer 1998 dub drama Cantonese, watch The Duke of the Mount Deer 1998 ep 11, ep 12, ep 13, ep 14, ep 15, The Duke of the Mount Deer 1998 drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB The Duke of the Mount Deer 1998 english subtitle, The Duke of the Mount Deer 1998 chinese subtitle, The Duke of the Mount Deer 1998 kdrama, Watch 鹿鼎記 free drama online - The Duke of the Mount Deer 1998 kissasian, The Duke of the Mount Deer 1998 myasiantv, The Duke of the Mount Deer 1998 dramacool, The Duke of the Mount Deer 1998 dramanice, The Duke of the Mount Deer 1998 newasiantv, The Duke of the Mount Deer 1998 drama3s .","{'', 'Kwong Chor Fai\nSupport Role', 'Lai Suen\nSupport Role', 'Daniel Kwok\nSupport Role', 'Dai Andy\nSupport Role', 'Wong Man Piu\nSupport Role', 'Cheung Deon\nSupport Role', 'Wong Wai\nSupport Role', 'Tsui Wilson\nSupport Role', 'Andy Sui\nSupport Role'}",HongKong
When Lanes Merge (2010),Two & Half Stars,"Drama , Drama , Melodrama , HK | Episodes 20","When Lanes Merge , When Lanes Merge HK Drama, Watch 情越雙白線 eng sub, When Lanes Merge online ep 1, ep 2, ep 3, ep 4, watch 情越雙白線 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, When Lanes Merge dub drama Cantonese, watch When Lanes Merge ep 11, ep 12, ep 13, ep 14, ep 15, When Lanes Merge drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB When Lanes Merge english subtitle, When Lanes Merge chinese subtitle, When Lanes Merge kdrama, Watch 情越雙白線 free drama online - When Lanes Merge kissasian, When Lanes Merge myasiantv, When Lanes Merge dramacool, When Lanes Merge dramanice, When Lanes Merge newasiantv, When Lanes Merge drama3s .","{'', 'Bryant Mak\nSupport Role', 'Wong Raymond', 'Vivian Tsang\nSupport Role', 'Lam Kirby\nSupport Role', 'Coffee Lam\nSupport Role', 'Support Role', 'Cheung Max\nSupport Role', 'Wong Man Piu\nSupport Role', 'Kwong Chor Fai\nSupport Role', 'Daniel Kwok\nSupport Role', 'Chiang Angel\nSupport Role', 'Jason Lam\nSupport Role', 'Yuen Kingdom\nSupport Role', 'Cheng Kent', 'Andy Sui\nSupport Role', 'Cheung Russell\nSupport Role', 'Ching Rainbow\nSupport Role', 'Alice Fung\nSupport Role', 'Kung Katy'}",HongKong
Yummy Yummy (2005),Three & Half Stars,"Drama , Drama , Food , Friendship , Romance , HK | Episodes 30","Yummy Yummy , Yummy Yummy HK Drama, Watch eng sub, Yummy Yummy online ep 1, ep 2, ep 3, ep 4, watch ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Yummy Yummy dub drama Cantonese, watch Yummy Yummy ep 11, ep 12, ep 13, ep 14, ep 15, Yummy Yummy drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Yummy Yummy english subtitle, Yummy Yummy chinese subtitle, Yummy Yummy kdrama, Watch free drama online - Yummy Yummy kissasian, Yummy Yummy myasiantv, Yummy Yummy dramacool, Yummy Yummy dramanice, Yummy Yummy newasiantv, Yummy Yummy drama3s .","{'', 'Lau Dan\nSupport Role', 'Lam Raymond\nMain Role', 'Hui Benz\nSupport Role', 'Cheng Kevin\nMain Role', 'Sheung Kiki\nSupport Role', 'Yeo Ben\nMain Role', 'Chan Ka Yee\nSupport Role', 'Support Role', 'Wong Man Piu\nSupport Role', 'Ng Carlo\nSupport Role', 'Chacha Chan\nUnknown', 'Yeung Tavia\nMain Role', 'Jason Lam\nSupport Role', 'Mark Kwok\nSupport Role', 'Sheh Charmaine\nMain Role', 'Chu Mimi\nSupport Role', 'Tong Natalie\nSupport Role', 'Ip Adam\nSupport Role'}",HongKong
"Plan ""B"" (2021)",Two & Half Stars,"Drama , Drama , Family , HK | Episodes 25","Plan ""B"" , Plan ""B"" HK Drama, Watch 寶寶大過天 eng sub, Plan ""B"" online ep 1, ep 2, ep 3, ep 4, watch 寶寶大過天 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Plan ""B"" dub drama Cantonese, watch Plan ""B"" ep 11, ep 12, ep 13, ep 14, ep 15, Plan ""B"" drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Plan ""B"" english subtitle, Plan ""B"" chinese subtitle, Plan ""B"" kdrama, Watch 寶寶大過天 free drama online - Plan ""B"" kissasian, Plan ""B"" myasiantv, Plan ""B"" dramacool, Plan ""B"" dramanice, Plan ""B"" newasiantv, Plan ""B"" drama3s .","{'Mimi Kung\nSupport Role', 'Stephanie Che\nSupport Role', 'David Do\nSupport Role', 'Lee Joseph\nSupport Role', 'Ng Hugo\nSupport Role', '', 'Sam Eliza\nMain Role', 'Support Role', 'Ma Kenneth\nMain Role', 'Cheung Jonathan\nSupport Role', 'Sheung Kiki\nSupport Role', 'Ng James\nSupport Role', 'Chen Yoyo\nSupport Role'}",HongKong
Murder Diary (2021),Three Stars,"Drama , Crime , Drama , Mystery , Thriller , HK | Episodes 25","Drama , Crime , Drama , Mystery , Thriller , HK","{'', 'Keung Philip\nMain Role', 'Tse Brian\nSupport Role', 'Venus Wong\nMain Role', 'Chan Otto\nSupport Role', 'Joey Thye\nSupport Role', 'Support Role', 'Lai Chris\nMain Role', 'Wong Vincent\nMain Role', 'Kara Hui\nMain Role', 'Wai Willie\nSupport Role', 'Yuen Benjamin\nMain Role', 'Hana Kuk\nSupport Role', 'Yeung Chiu Hoi\nSupport Role', 'Wu Momo\nSupport Role', 'Law Ken\nSupport Role', 'Shiga Lin\nSupport Role', 'Maggie Yu\nSupport Role', 'Wong Mandy\nMain Role', 'Wong Stephen\nSupport Role'}",HongKong
Ossan's Love: Love or Dead (2021),Three Stars,"Drama , Comedy , Drama , Romance , HK | Episodes 15",Ossan's Love: Love or Dead,not available,HongKong
Who's The Hero? (2010),Two & Half Stars,"Drama , Drama , HK | Episodes 30","Who's The Hero? , Who's The Hero? HK Drama, Watch 胜者为王 eng sub, Who's The Hero? online ep 1, ep 2, ep 3, ep 4, watch 胜者为王 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Who's The Hero? dub drama Cantonese, watch Who's The Hero? ep 11, ep 12, ep 13, ep 14, ep 15, Who's The Hero? drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Who's The Hero? english subtitle, Who's The Hero? chinese subtitle, Who's The Hero? kdrama, Watch 胜者为王 free drama online - Who's The Hero? kissasian, Who's The Hero? myasiantv, Who's The Hero? dramacool, Who's The Hero? dramanice, Who's The Hero? newasiantv, Who's The Hero? drama3s .","{'Mo Shi Ni\nSupport Role', 'Ng Yuen Yee\nSupport Role', 'Li Lung Kay\nSupport Role', 'Moon Jun Hui\nGuest Role'}",HongKong
Macau Family (2019),Two Stars,"Drama , Drama , Family , HK | Episodes 32","Macau Family , Macau Family HK Drama, Watch 澳门人家 eng sub, Macau Family online ep 1, ep 2, ep 3, ep 4, watch 澳门人家 ep 5, ep 6, ep 7, ep 8, ep 9, ep 10, Macau Family dub drama Cantonese, watch Macau Family ep 11, ep 12, ep 13, ep 14, ep 15, Macau Family drama ep 16, ep 17, ep 18, ep 19, ep 20,Ep 21,22,23,24,25,26,27,28,29,30 ENGSUB Macau Family english subtitle, Macau Family chinese subtitle, Macau Family kdrama, Watch 澳门人家 free drama online - Macau Family kissasian, Macau Family myasiantv, Macau Family dramacool, Macau Family dramanice, Macau Family newasiantv, Macau Family drama3s .","{'', 'Lee Li Chun\nSupport Role', 'Qin Wen\nUnknown Role', 'Zhang Guo Qing\nSupport Role', 'Bao Ma\nGuest Role', 'Dong Chen\nSupport Role', 'Yam Simon\nMain Role', 'Support Role', 'Dong Jie\nMain Role', 'Hu Yi Xuan\nSupport Role', 'Xiao Tian Ren\nGuest Role', 'Zhang Shang Ming Zhu\nSupport Role', 'Qian Jin\nGuest Role', 'Yue Yang\nSupport Role', 'Yan Lu Han\nSupport Role', 'Ran Xu\nSupport Role', 'Zhang Bo Wen\nGuest Role', 'Feng Jia Yi\nSupport Role'}",HongKong
